Last name	First name	Ethnicity	Country	Imm. age	Age category	Gender	Title	Genre	Date	Keywords/Description	Generation
Kosokawa	Bill	Japanese American	Japan	born	born	M	Out of the Frying Pan: Reflections of a Japanese American	autobiography	1989	meditation on predicaments, rewards of being Japanese and American; memory of internment	not first
Hosseini	Khaled	Afghan American	Afghanistan	adult	adult	M	The Kite Runner	novel	2001	friendship, betrayal, price of loyalty in Afghanistan	first
Hosseini	Khaled	Afghan American	Afghanistan	adult	adult	M	A Thousand Splendid Suns	two generations of characters brought together by sweep of Afghanistan war	2007	friendship, betrayal, price of loyalty in Afghanistan	first
Houston	Jeanne Wakatsuki	Japanese American	Japan	born	born	F	Farewell to Manzanar	fictionalized autobiography, novel	1973	family experiences at Manzanar Camp during WWII	not first
Huo	T.C.	Chinese Laotian American	China, Laos		N/A	M	A Thousand Wings	novel	1998	courtship through food and stories of shared heritage	first
Huo	T.C.	Chinese Laotian American	China, Laos		N/A	M	Land of Smiles	novel	2000	Laotian boy's life	first
Huynh	Jade Ngoc Quang	Vietnamese American	Vietnam	young adult	young adult	M	South Wind Changing	memoir	1994	family's life during Vietnam War	first
Huynh	Quang Nhuong	Vietnamese American	Vietnam	young adult	young adult	M	The Land I Lost	children's book, fictionalized autobiography	1982		first
Huynh	Quang Nhuong	Vietnamese American	Vietnam	young adult	young adult	M	The Land I Lost	children's book, fictionalized autobiography	1982		first
Hwang	Caroline	Korean American	South Korea	born	born	F	In Full Bloom	novel	2004	Korean immigrant woman's quest for love and fulfillment	not first
Hyun	Peter	Korean American	Korea	born	born	M	Man Sei! The making of a Korean American	autobiography	1986	family's flight from Japanese-occupied Korea and their exile to China	not first
Hyun	Peter	Korean American	Korea	born	born	M	In the New World: The Making of a Korean American	autobiography	1995	discriminatory and racist treatment he had encountered in the United States	not first
Ikeda	Stewart David	Japanese American	Japan	born	born	M	What the Scarecrow Said	novel	1997	Japanese American character, life in internment camp	fourth
Inouye	Daniel K. 	Japanese American	Japan	born	born	M	Journey to Washington	autobiography	1964	his cihldhood and service in the U.S. army, themse of cultural clash, national loyalty, war	not first
Ishigaki	Ayako Tanaka	Japanese American	Japan	23	young adult	F	Restless Waves	fictionalized autobiography, novel	1940	coming-of-age as feminist and antiwar activist	first
Jaisohn	Philip	Korean American	South Korea	21	young adult	M	Hansu's journey	novel, novella	1921	young man's life in Korea during Japanese occupation, journey to China, then to U.S.	first
James	Tania	South Asian American	India	born	born	F	Atlas of Unknowns	novel	2009	Two indian sisters separated by immigration	not first
Javallena	Steven	Filipino American	Philippines	adult	adult	M	Without Seeing the Dawn	novel	1947	war novel	first
Jen	Gish	Chinese American	China	born	born	F	Typical American	novel	1991		not first
Jen	Gish	Chinese American	China	born	born	F	Mona in the Promised Land	novel	1996		not first
Jen	Gish	Chinese American	China	born	born	F	The Love Wife	novel	2005		not first
Jen	Gish	Chinese American	China	born	born	F	World and Town	novel	2010		not first
Jiang	Ji-Li	Chinese American	China	adult	adult	F	Red Scarf girl	memoir	1998	Chinese Cultural Revolution	first
Jiang	Ji-Li	Chinese American	China	adult	adult	F	The Magical Monkey King	children's book	2004	Chinese tale about trickster Monkey King	first
Jin	Ha	Chinese American	China	adult	adult	M	In the Pond	novel	1998		first
Jin	Ha	Chinese American	China	adult	adult	M	Waiting	novel	1999		first
Jin	Ha	Chinese American	China	adult	adult	M	The Crazed	novel	2002		first
Jin	Ha	Chinese American	China	adult	adult	M	War Trash	novel	2004		first
Jin	Ha	Chinese American	China	adult	adult	M	A Free Life	novel	2007		first
Jin	Ha	Chinese American	China	adult	adult	M	Nanjing Requiem	novel	2011		first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	The Floating World	novel	1989	coming-of-age story about japanese American girl after internment camp	not first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	The Heart of the Valley of Love	novel, dystopian novel	1992	future distopia	not first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	The Class Mountains	novel, fantasy novel	1996	fantasy	not first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	Kira Kira	children's book	2004		not first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	Weedflower	children's book	2009		not first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	Cracker, the Best Dog in Vietnam	children's book	2007		not first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	Outside Beauty	children's book	2008		not first
Kadohata	Cynthia	Japanese American	Japan	born	born	F	A Million Shades of Gray	children's book	2010		not first
Kang	Connie K. 	Korean American	North Korea	young adult	young adult	F	Home was the Land of the Morning Calm	memoir	1995	end of Japanese occuption of Korea until 1990s	first
Kang	Younghill	Korean American	Korea	young adult	young adult	M	The Grass Roof	fictionalized autobiography, novel	1931	picturesque portrayal of boy growing up in small Korean village	first
Kang	Younghill	Korean American	Korea	young adult	young adult	M	The Happy Grove	fictionalized autobiography, children's book	1933	picturesque portrayal of boy growing up in small Korean village	first
Kang	Younghill	Korean American	Korea	young adult	young adult	M	East Goes West: The making of an oriental yankee	fictionalized autobiography, novel	1937	American Dream of an immigrant	first
Kapil	Bhanu	South Asian American	India	young adult	young adult	F	The Vertical interrogation	nonfiction	2001	belonging, identity, memory, history, postcolonial legacy	first
Kapil	Bhanu	South Asian American	India	young adult	young adult	F	incubation: a space for monsters	nonfiction	2006	belonging, identity, memory, history, postcolonial legacy	first
Kapil	Bhanu	South Asian American	India	young adult	young adult	F	humanimal: a project for future children	nonfiction	2009	belonging, identity, memory, history, postcolonial legacy	first
Keller	Nora Okja	Korean American	South Korea	young adult	young adult	F	Comfort woman	novel	1997	Korean women forced into sexual slavery by Japanese army	first
Keller	Nora Okja	Korean American	South Korea	young adult	young adult	F	Fox Girl	novel	2003	mixed-race teenagers in Korea, born to American GIs and Korean prostitutes	first
Keltner	Kim Wong	Chinese American	China	born	born	F	The Dim Sum of all things	novel	2004	Chinese American professional woman's relationship with her family history and culture	third
Keltner	Kim Wong	Chinese American	China	born	born	F	Buddha Baby	novel	2005	Chinese American professional woman's relationship with her family history and culture	third
Keltner	Kim Wong	Chinese American	China	born	born	F	I want candy	YA novel, novel	2008	chinese-American teen who works in her parents' restaurant while dreaming of being "normal"	third
Kim 	Elizabeth	Korean American	South Korea	N/A	N/A	F	Ten Thousand Sorrows	memoir	2002	childhood in Korea and struggle for identity and belonging	first
Kim 	Eugenia	Korean American	South Korea	born	born	F	The calligrapher's daughter	novel	2010	headstrong girl in turn-of-the-century Korea	not first
Kim	Patti	Korean American	South Korea	4	child	F	A Cab Called Reliable	novel	1998		first
Kim 	Richard E.	Korean American	North Korea	young adult	young adult	M	The Martyred	novel	1964	historical events occurring in 20th century Korea, without including the Korean American experience	first
Kim 	Richard E.	Korean American	North Korea	young adult	young adult	M	The Innocent	novel	1968	historical events occurring in 20th century Korea, without including the Korean American experience	first
Kim 	Richard E.	Korean American	North Korea	young adult	young adult	M	Lost Names	novel	1970	historical events occurring in 20th century Korea, without including the Korean American experience	first
Kim	Ronyoung	Korean American	South Korea	born	born	F	Clay Walls	novel	1986	based on life of her mother in LA between 20s and 40s, explores gender, class, race relations	not first
Kim	Suki	Korean American	South Korea	child	child	F	Interpreter	murder mystery, novel	2003	debuns myth of model minority	first
Kim	Tae Hun	Korean American	South Korea	child	child	M	War with pigeons	novel	2010	race, gender, immigration, dislacement, memory	first
Kim	Yong Ik	Korean American	South Korea	young adult	young adult	M	Moons of Korea	novel	1959		first
Kim	Yong Ik	Korean American	South Korea	young adult	young adult	M	The Happy days	novel	1960		first
Kim	Yong Ik	Korean American	South Korea	young adult	young adult	M	The Diving Ground	novel	1962		first
Kim	Yong Ik	Korean American	South Korea	young adult	young adult	M	Blue in the Seed	novel	1964		first
Kim	Yong Ik	Korean American	South Korea	young adult	young adult	M	Love in Winter	novel	1963		first
Kim	Yong Ik	Korean American	South Korea	young adult	young adult	M	The Shoes from Yan San Valley	novel	1970		first
Kingston	Maxine Hong	Chinese American	China	born	born	F	The Woman Warrior	nonfiction	1976	cultural clashes, gender injustice, family history, self-identity	not first
Kingston	Maxine Hong	Chinese American	China	born	born	F	The Fifth Book of Peace	autobiography	2003	Chinese American contributions to America, focusing on male members of her family	not first
Kingston	Maxine Hong	Chinese American	China	born	born	F	Veterans of War, Veterans of Peace	collection of personal stories	2006	stories by veterans	not first
Kingston	Maxine Hong	Chinese American	China	born	born	F	I Love a broad Margin to my life	collection of essays	2011		not first
Kirchner	Bharti	South Asian American	India	adult	adult	F	Shiva Dancing	novel	1998	search for roots, identity negotiation, diaspora	first
Kirchner	Bharti	South Asian American	India	adult	adult	F	Sharmila's Book	novel	1999	return to India by an Indian American woman who is having an arranged marriage	first
Kirchner	Bharti	South Asian American	India	adult	adult	F	Darjeeling	novel	2003	family saga ranging from NYC to India	first
Kirchner	Bharti	South Asian American	India	adult	adult	F	Pastries: A Novel of Desserts and Discoveries	novel	2004	South Asian American bakery owner in Seattle	first
Kitamura	Katie	Japanese American	Japan	born	born	F	The Longshot	novel	2008	mixed martial arts fighter	not first
Kitamura	Katie	Japanese American	Japan	born	born	F	Japanese for Travellers	memoir	2006		not first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	The Grand Plan to Fix Everything	YA novel, novel	2011		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	Out of the way, out of the way	children's book	2010		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	Many Windows	children's book	2008		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	Naming Maya	YA novel, novel	2004		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	Remembering Grandpa	children's novel	2007		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	The Closest Ghosts	children's book	2006		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	The Happiest Tree	children's book	2005		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	Monsoon	children's book	2003		first
Krishnaswami	Uma	South Asian American	India	adult	adult	F	Chachaji's Cup	children's book	2003		first
Kumar 	Amitava	South Asian American	India	23	young adult	M	A Foreigner Carrying in the crook of his arm a small bomb	nonfiction	2010		first
Kumar 	Amitava	South Asian American	India	23	young adult	M	Husband of a fanatic	nonfiction	2005		first
Kumar 	Amitava	South Asian American	India	23	young adult	M	Bombay-London-New York	nonfiction	2002		first
Kumar 	Amitava	South Asian American	India	23	young adult	M	Passport Photos	nonfiction	2000		first
Kumar 	Amitava	South Asian American	India	23	young adult	M	Home Products	novel	2009		first
Kuo	Alex	Chinese American	China	born	born	M	Lipstick and Other Stories	short story collection	2001		not first
Kuo	Alex	Chinese American	China	born	born	M	White Jade and Other Stories	short story collection	2008		not first
Kuo 	Helena	Chinese American	China	28	adult	F	Westward to Chungking	novel	1944	Chinese family uprooted by Japanese invasion and occupation	first
Kuo 	Helena	Chinese American	China	adult	adult	F	I've Come a Long Way	autobiography	1942	her journeys as a jorunalist in China, Hong Kong, Europe, U.S.	first
Kwok	Jeanne Wakatsuki	Chinese American	China	5	child	F	The Girl in Translation	novel	2010	young immigrant  from Hong Kong	first
Lahiri	Jhumpa	South Asian American	Bangladesh, India	2	baby	F	Interpreter of maladies	short story collection	1999	immgration, assimilation, alienation	first
Lahiri	Jhumpa	South Asian American	Bangladesh, India	2	baby	F	Unaccustomed Earth	short story collection	2008	immgration, assimilation, alienation	first
Lahiri	Jhumpa	South Asian American	Bangladesh, India	2	baby	F	The Namesake	novel	2003	immgration, assimilation, alienation	first
Louie	David Wong	Chinese American	China	born	born	M	The barbarians are coming	novel	2000	alienation, masculinity, class, interethnic relationships	not first
Louie	David Wong	Chinese American	China	born	born	M	Pangs of love	short story collection	1991	alienation, masculinity, class, interethnic relationships	not first
Lapcharoensap	Rattawut	Thai American	Thailand	born	born	M	Sightseeing	short story collection	2005	family, relationships, displacement, human frailty	not first
Larsen	Wanwadee	Thai American	Thailand	young adult	young adult	F	Confessions of a mail order bride	memoir	1989	mail order bride	first
Law-Yone	Wendy	Burmese American	Myanmar, China	adult	adult	F	The Coffin Tree	novel	1983	alienation, exile, madness	first
Law-Yone	Wendy	Burmese American	Myanmar, China	adult	adult	F	Irrawaddy Tango	novel	1993	alienation, exile, madness	first
Law-Yone	Wendy	Burmese American	Myanmar, China	adult	adult	F	The road to wanting	novel	2010	alienation, exile, madness	first
Lee	Chang-rae	Korean American	South Korea	3	baby	F	Native Speaker	novel	1995	assimilation, alienation, language, political representation, identity	first
Lee	Chang-rae	Korean American	South Korea	3	baby	F	A Gesture Life	novel	1999	Korean Japanese medic during WWII	first
Lee	Chang-rae	Korean American	South Korea	3	baby	F	Aloft	novel	1995	nothing to do with Asian Americans, but still follows themes of alienation	first
Lee	Chang-rae	Korean American	South Korea	3	baby	F	Surrendered	novel	2010	Korea and the war	first
Lee	Chin-yang	Chinese American	China	adult	adult	M	The Flower drum song	novel	1957		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	Lover's point	novel	1958		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	The Sawba and his secretary	novel	1959		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	Madame Goldenflower	novel	1960		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	Cripple Mah and the New Order	novel	1961		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	The Virgin Market	novel	1964		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	The Land of the Golden Mountain	novel	1967		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	China Saga	novel	1987		first
Lee	Chin-yang	Chinese American	China	adult	adult	M	The Second son of heaven	novel	1990	Taiping rebellion	first
Lee	Chin-yang	Chinese American	China	adult	adult	M	Gate of rage	novel	1991	Tainanmen Square incident	first
Lee	Don	Korean American	South Korea	young adult	young adult	M	Wrack and Ruin	novel	2009	family, identity	first
Lee	Don	Korean American	South Korea	young adult	young adult	M	Country of Origin	novel	2004	family, identity	first
Lee	Don	Korean American	South Korea	young adult	young adult	M	Yellow	short story collection	2001	family, identity	first
Lee	Gus	Chinese American	China	born	born	M	China Boy	fictionalized autobiography, novel	1991	boyhood in predominantly black neighborhood in SF	not first
Lee	Gus	Chinese American	China	born	born	M	Honor and Duty	fictionalized autobiography, novel	1994	experience at West Point	not first
Lee	Gus	Chinese American	China	born	born	M	Tiger's Tail	fictionalized autobiography, novel	1996	years as an army attorney in postwar Korea	not first
Lee	Gus	Chinese American	China	born	born	M	No Physical Evidence	fictionalized autobiography, novel	1998	fictionalizes one of his cases when working in the Sacramento County District attorney's office	not first
Lee	Helie	Korean American	South Korea	5	child	F	Still Life with Rice	memoir	1996	maternal grandmother's life in North Korea until she came to the U.S.	first
Lee	Helie	Korean American	South Korea	5	child	F	In the Absence of Sun	memoir	2002	her family's desperate attempts to make contact with and rescue her grandmother's lost son in North Korea	first
Lee	Huy Voun	Cambodian American	Cambodia	5	child	F	At the Beach	children's book	1994		first
Lee	Huy Voun	Cambodian American	Cambodia	5	child	F	In the Snow	children's book	2000		first
Lee	Huy Voun	Cambodian American	Cambodia	5	child	F	In the Leaves	children's book	2005		first
Lee	Huy Voun	Cambodian American	Cambodia	5	child	F	In the Park	children's book	1998		first
Lee	Huy Voun	Cambodian American	Cambodia	5	child	F	1.2.3. Go	children's book	2001		first
Lee	Janice Y. K. 	Korean American	South Korea	15	child	F	The Piano Teacher	novel	2009	set in Hong Kong, love story and mystery themes of race, class, cultural divide	first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	Finding My Voice	YA novel, novel	1992	young Asian American protagnists dealing with culture differences	not first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	Saying Goodbye	YA novel, novel	1994	young Asian American protagnists dealing with culture differences	not first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	Necessary Roughness	YA novel, novel	1997	young Asian American protagnists dealing with culture differences	not first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	If it hadn't been for you, Yoon Jun	children's novel	1992	growing up as an immigrant	not first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	F is for Fabuloso	children's novel	1999	growing up as an immigrant	not first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	Night of the Chupacabras	mystery novel, novel	1998	mystery about Mexican vampires	not first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	Someone's Daughter	novel	2006	Korean adoptee returning to Kore to find biological mother	not first
Lee	Mary Paik	Korean American	North Korea	5	child	F	Quiet Odyssey: A pioneer Korean woman in America	autobiography	1990		first
Lee	Milly	Chinese American	China	born	born	F	Nim and the War Effort	children's book	2002	historical events, ethnicity, immigration, Americanization	not first
Lee	Milly	Chinese American	China	born	born	F	Earthquake	children's book	2001	historical events, ethnicity, immigration, Americanization	not first
Lee	Milly	Chinese American	China	born	born	F	Landed	children's book	2006	historical events, ethnicity, immigration, Americanization	not first
Lee	Min Jin	Korean American	South Korea	7	child	F	Free Food for Millionaires	novel	2007	ambivlaneces of a 22-year-old Korean American woman, caught between struggling immigrant parents and expensive habits and tastes she has acquired from ivy league education	first
Lee	Wendy	Chinese American	China	born	born	F	Happy Family	novel	2008	international adoption	not first
Lee	Yan Phou	Chinese American	China	12	child	M	When I was a boy in China	memoir	1887	school days in China	first
Leong	Monfoon	Chinese American	China	born	born	M	Number One Son	short story collection	1974	cultural and generational conflicts between first generation Chinese Americans and their American-born children	not first
Leung	Brian	Chinese American	China	born	born	M	Lost Men	novel	2007	estranged American-Chinese father and son traveling through China	not first
Leung	Brian	Chinese American	China	born	born	M	Take Me Home	novel	2010	historical fiction in 1885 Wyoming against background of anti-Chinese riot	not first
Leung	Brian	Chinese American	China	born	born	M	The World Famous Love Acts	short story collection	2004		not first
Leyung-Ryan	Teresa	Chinese American	China	child	child	F	Love Made of Heart	fictionalized autobiography, novel	1958	relationship with her mother suffering from domestic abuse and mental illness	first
Li	Yiyun	Chinese American	China	24	adult	F	A thousand Years of Good prayers	short story collection	2005		first
Li	Yiyun	Chinese American	China	24	adult	F	The Vagrant	novel	2009	set in China in the late 70s follows a group of people in a small town after the execution of a young woman	first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Passion Summer and Other Stories	short story collection	1988		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Curaao Cure and Other Stories	short story collection	2005		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Tiger Orchids on Mount Mayon	novel	1990		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Sparrows Don't sing in the Philippines	novel	1994		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Requiem for a Rebel Priest	novel	1996		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Ka Gaby, Nom de Guerre	novel	2001		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Death of the English Zen Professor	novel	2011		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Princess Shawl	novel	2009		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Sister Swing	YA novel, novel	2006		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Joss and Gold	novel	2001		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Two Dreams	short story collection	1997		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Life's Mysteries	short story collection	1995		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Another Country and Other Stories	short story collection	1982		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Among the White Moon Faces	autobiography	1996		first
Lin	Adet	Chinese American	China	13	child	F	Flame from the Rock	novel	1943	love story at the time of the war between China and Japan	first
Lin	Adet	Chinese American	China	13	child	F	Our Family	autobiography	1939		first
Lin	Adet	Chinese American	China	13	child	F	Dawn Over Chungking	autobiography	1941		first